   10.60   165.544   534.064   184.260  0.318E+11  0.580E-08
   10.65   166.402   536.741   185.170  0.318E+11  0.582E-08
   10.70   167.261   539.419   186.079  0.318E+11  0.585E-08
   10.75   168.119   542.097   186.989  0.318E+11  0.588E-08
   10.80   168.977   544.774   187.899  0.318E+11  0.591E-08
   10.85   169.836   547.452   188.808  0.318E+11  0.594E-08
   10.90   170.694   550.130   189.718  0.318E+11  0.597E-08
   10.95   171.552   552.807   190.627  0.318E+11  0.600E-08
   11.00   172.411   555.485   191.537  0.318E+11  0.603E-08
   11.05   173.269   558.163   192.447  0.318E+11  0.605E-08
   11.10   174.128   560.840   193.356  0.318E+11  0.608E-08
   11.15   174.986   563.518   194.266  0.318E+11  0.611E-08
   11.20   175.844   566.195   195.176  0.318E+11  0.614E-08
   11.25   176.703   568.873   196.085  0.318E+11  0.617E-08
   11.30   177.561   571.551   196.995  0.318E+11  0.620E-08
   11.35   178.419   574.228   197.905  0.318E+11  0.623E-08
   11.40   179.278   576.906   198.814  0.318E+11  0.625E-08
   11.45   180.136   579.584   199.724  0.318E+11  0.628E-08
   11.50   180.995   582.261   200.633  0.318E+11  0.631E-08
   11.55   181.853   584.939   201.543  0.318E+11  0.634E-08
   11.60   182.711   587.617   202.453  0.318E+11  0.637E-08
   11.65   183.570   590.294   203.362  0.318E+11  0.640E-08
   11.70   184.428   592.972   204.272  0.318E+11  0.643E-08
   11.75   185.286   595.650   205.182  0.318E+11  0.645E-08
   11.80   186.145   598.327   206.091  0.318E+11  0.648E-08
   11.85   187.003   601.005   207.001  0.318E+11  0.651E-08
   11.90   187.862   603.682   207.910  0.318E+11  0.654E-08
   11.95   188.720   606.360   208.820  0.318E+11  0.657E-08
   12.00   189.578   609.038   209.730  0.318E+11  0.660E-08
   12.05   190.437   611.715   210.639  0.318E+11  0.663E-08
   12.10   191.295   614.393   211.549  0.318E+11  0.665E-08
   12.15   192.153   617.071   212.459  0.318E+11  0.668E-08
   12.20   193.012   619.748   213.368  0.318E+11  0.671E-08
   12.25   193.870   622.426   214.278  0.318E+11  0.674E-08
   12.30   194.729   625.104   215.188  0.318E+11  0.677E-08
   12.35   195.587   627.781   216.097  0.318E+11  0.680E-08
   12.40   196.445   630.459   217.007  0.318E+11  0.683E-08
   12.45   197.304   633.136   217.916  0.318E+11  0.685E-08
   12.50   198.162   635.814   218.826  0.318E+11  0.688E-08
   12.55   199.020   638.492   219.736  0.318E+11  0.691E-08
   12.60   199.879   641.169   220.645  0.318E+11  0.694E-08
   12.65   200.737   643.847   221.555  0.318E+11  0.697E-08
   12.70   201.596   646.525   222.465  0.318E+11  0.700E-08
   12.75   202.454   649.202   223.374  0.318E+11  0.703E-08
   12.80   203.312   651.880   224.284  0.318E+11  0.706E-08
   12.85   204.171   654.558   225.193  0.318E+11  0.708E-08
   12.90   205.029   657.235   226.103  0.318E+11  0.711E-08
   12.95   205.887   659.913   227.013  0.318E+11  0.714E-08
   13.00   206.746   662.591   227.922  0.318E+11  0.717E-08
   13.05   207.604   665.268   228.832  0.318E+11  0.720E-08
   13.10   208.463   667.946   229.742  0.318E+11  0.723E-08
   13.15   209.321   670.623   230.651  0.318E+11  0.726E-08
   13.20   210.179   673.301   231.561  0.318E+11  0.728E-08
   13.25   211.038   675.979   232.471  0.318E+11  0.731E-08
   13.30   211.896   678.656   233.380  0.318E+11  0.734E-08
   13.35   212.754   681.334   234.290  0.318E+11  0.737E-08
